id,type_of_shot,kpt_12_x,kpt_12_y,kpt_11_x,kpt_11_y,kpt_14_x,kpt_14_y,kpt_13_x,kpt_13_y,kpt_16_x,kpt_16_y,kpt_15_x,kpt_15_y,kpt_24_x,kpt_24_y,kpt_23_x,kpt_23_y
user_video,smash,0.5376833081245422,0.2483786642551422,0.5329291224479675,0.24045279622077942,0.550495445728302,0.24177545309066772,0.5534836053848267,0.2275928407907486,0.544185221195221,0.21462023258209229,0.5583943724632263,0.20984573662281036,0.5612937211990356,0.2879306674003601,0.5568456053733826,0.28286731243133545
user_video,smash,0.50849449634552,0.23507069051265717,0.5092435479164124,0.31169214844703674,0.5403982996940613,0.21889503300189972,0.5426427125930786,0.33762699365615845,0.5691803097724915,0.20903965830802917,0.5471088886260986,0.31952375173568726,0.5663828253746033,0.2519006133079529,0.5635015368461609,0.2940453588962555
user_video,smash,0.5071041584014893,0.23952367901802063,0.5090802311897278,0.3159770667552948,0.5407351851463318,0.22075827419757843,0.5426679849624634,0.33517131209373474,0.5692184567451477,0.21004648506641388,0.5472785830497742,0.31437525153160095,0.5684022903442383,0.25201061367988586,0.5677663683891296,0.2958039343357086
user_video,smash,0.5062649250030518,0.24298042058944702,0.5083661079406738,0.31787917017936707,0.5410172939300537,0.22328470647335052,0.5426749587059021,0.33511224389076233,0.5687869191169739,0.21196794509887695,,,,,,
user_video,smash,0.5043588876724243,0.2457103282213211,0.5059958100318909,0.3202536106109619,0.540363609790802,0.22510015964508057,0.5410410165786743,0.33515337109565735,0.5677309036254883,0.21303927898406982,,,,,,
user_video,smash,0.5028170347213745,0.24837352335453033,0.5042544603347778,0.3233397901058197,0.5389887094497681,0.22794124484062195,0.5385278463363647,0.3353019654750824,0.5668348670005798,0.2145342081785202,,,,,,
user_video,smash,0.500687301158905,0.24924364686012268,0.5017207860946655,0.3253297507762909,0.5372466444969177,0.2308279424905777,0.5359659194946289,0.3354034125804901,0.5646100640296936,0.21611881256103516,,,,,,
user_video,smash,0.49854153394699097,0.24970166385173798,0.49941784143447876,0.3260807991027832,0.5347862243652344,0.23351024091243744,0.5339981317520142,0.33651289343833923,0.562812864780426,0.2167084664106369,,,,,,
user_video,smash,0.4958520829677582,0.2505932152271271,0.4976915419101715,0.32746848464012146,0.5323741436004639,0.23588190972805023,0.5310776233673096,0.3365465998649597,0.5598616003990173,0.21818631887435913,,,,,,
user_video,smash,0.49348339438438416,0.2519991993904114,0.4958631098270416,0.3282274305820465,0.530738353729248,0.23771116137504578,0.5293031930923462,0.3365339934825897,0.5570461750030518,0.22043582797050476,,,,,,
user_video,smash,0.49215638637542725,0.25326985120773315,0.4945392310619354,0.32855740189552307,0.5293335914611816,0.2400747835636139,0.5264227986335754,0.3370912969112396,0.5555030107498169,0.22130824625492096,,,,,,
user_video,smash,0.4906114637851715,0.255632221698761,0.492379754781723,0.3294540047645569,0.5281590819358826,0.24200300872325897,0.523552417755127,0.3385835289955139,0.55454421043396,0.22137834131717682,,,,,,
user_video,smash,0.4886747896671295,0.25606176257133484,0.49011221528053284,0.3297288715839386,0.5261738896369934,0.24315954744815826,0.5217581391334534,0.34003567695617676,0.5533764362335205,0.22173403203487396,,,,,,
user_video,smash,0.4870215058326721,0.2576907277107239,0.4882124960422516,0.33087676763534546,0.5248175263404846,0.24470211565494537,0.520348846912384,0.34150537848472595,0.5521153807640076,0.2213054895401001,,,,,,
