id,type_of_shot,frame_count,kpt_12_x,kpt_12_y,kpt_11_x,kpt_11_y,kpt_14_x,kpt_14_y,kpt_13_x,kpt_13_y,kpt_16_x,kpt_16_y,kpt_15_x,kpt_15_y,kpt_24_x,kpt_24_y,kpt_23_x,kpt_23_y
user_video,smash,21,0.5227932929992676,0.5228132009506226,0.526126503944397,0.5159518718719482,0.5262075662612915,0.5544785261154175,0.5265269875526428,0.5489468574523926,0.5376735925674438,0.579922080039978,0.5346330404281616,0.573548436164856,0.5123564600944519,0.5430333614349365,0.5163956880569458,0.5422913432121277
user_video,smash,22,0.5220951437950134,0.522840678691864,0.5279058814048767,0.5153446793556213,0.5245179533958435,0.5546346306800842,0.5275567770004272,0.5484244227409363,0.5376453995704651,0.5802509188652039,0.535186231136322,0.5622031688690186,0.5082855224609375,0.5463874936103821,0.5124277472496033,0.5440477728843689
user_video,smash,23,0.52293860912323,0.5184414386749268,0.5274617671966553,0.5110813975334167,0.5228843092918396,0.5545207262039185,0.5253893136978149,0.539665699005127,0.5373183488845825,0.5802987813949585,0.5321630239486694,0.5547615885734558,0.5076292157173157,0.5422379374504089,0.5094029903411865,0.533517599105835
user_video,smash,24,0.5240834355354309,0.5245146751403809,0.5267143845558167,0.5040692687034607,0.519676923751831,0.5556796193122864,0.513494610786438,0.5155003070831299,0.5371366143226624,0.580209493637085,0.5162025690078735,0.5193242430686951,0.5061133503913879,0.5423079133033752,0.5058172941207886,0.5309602618217468
user_video,smash,25,0.5213397145271301,0.524364173412323,0.5275675654411316,0.5109435319900513,0.518639862537384,0.5541349649429321,0.5242227911949158,0.5397791862487793,0.5363684296607971,0.5795729756355286,0.5282660126686096,0.5618559718132019,0.5041629672050476,0.5479874610900879,0.5082514882087708,0.5409436821937561
user_video,smash,26,0.51993328332901,0.525992214679718,0.5290859341621399,0.5149015784263611,0.5165345072746277,0.5540853142738342,0.527111291885376,0.5476246476173401,0.5355163812637329,0.5766299962997437,0.532993733882904,0.5710816979408264,0.5053236484527588,0.5504820942878723,0.5113322734832764,0.5446362495422363
user_video,smash,27,0.5252489447593689,0.5337440967559814,0.5273987054824829,0.49901795387268066,0.5161905288696289,0.5562993884086609,0.5173948407173157,0.4908807873725891,0.5347281694412231,0.573944091796875,0.5257164239883423,0.4701264202594757,0.5091177821159363,0.5507798194885254,0.5112230777740479,0.5396867990493774
user_video,smash,28,0.524910032749176,0.5374810099601746,0.5279924273490906,0.5028826594352722,0.5160959959030151,0.5603616237640381,0.519585371017456,0.5076906681060791,0.5345903635025024,0.570159375667572,0.5269911885261536,0.5037567019462585,0.5104089975357056,0.5579282641410828,0.5127062797546387,0.5464907884597778
user_video,smash,29,0.5255619287490845,0.5433550477027893,0.5283846259117126,0.5102567672729492,0.516258180141449,0.5669592618942261,0.5206429362297058,0.5097233057022095,0.5340163707733154,0.5646836757659912,0.5253391265869141,0.4936460256576538,0.5121828317642212,0.5665183067321777,0.514100968837738,0.5576234459877014
user_video,smash,30,0.5298774242401123,0.5409417152404785,0.5283652544021606,0.51189124584198,0.5183145999908447,0.5641765594482422,0.5190967321395874,0.5123615264892578,0.5338889956474304,0.5549761056900024,0.526360273361206,0.5159602761268616,0.5130786299705505,0.5715885758399963,0.5104160904884338,0.5635051727294922
user_video,smash,31,0.5326204895973206,0.5331628918647766,0.5214728713035583,0.5065110325813293,0.5285290479660034,0.5562717914581299,0.5067559480667114,0.5117053985595703,0.5323169231414795,0.5339406132698059,0.5182850360870361,0.5042727589607239,0.5149204134941101,0.5696569085121155,0.5095746517181396,0.5587448477745056
user_video,smash,32,0.5319477319717407,0.5287001729011536,0.5226577520370483,0.5069732069969177,0.5303241014480591,0.5504618883132935,0.5084754824638367,0.5149694085121155,0.5315508246421814,0.5340287089347839,0.5191373825073242,0.5096432566642761,0.5199670195579529,0.573119580745697,0.5107132792472839,0.5615049004554749
user_video,smash,33,0.5325626730918884,0.5232357382774353,0.5230982899665833,0.5054423213005066,0.52947598695755,0.5507545471191406,0.5121610760688782,0.5162253975868225,0.5284637808799744,0.5460166335105896,0.5214692950248718,0.5091531872749329,0.5280768871307373,0.5786977410316467,0.5136502981185913,0.5675259232521057
user_video,smash,34,0.531808614730835,0.5184137225151062,0.5251351594924927,0.5081722736358643,0.5278269052505493,0.5348122119903564,0.5188864469528198,0.5247055888175964,0.5189853310585022,0.5065473318099976,0.5224964022636414,0.5128898620605469,0.5317025780677795,0.5835848450660706,0.5234656929969788,0.5793484449386597
user_video,smash,35,0.5195063948631287,0.5100391507148743,0.5299819111824036,0.5076822638511658,0.5188322067260742,0.5290751457214355,0.523274302482605,0.5265223383903503,0.5118041634559631,0.5216187834739685,0.515813946723938,0.49501264095306396,0.5256332159042358,0.5805631875991821,0.5300574898719788,0.5811882615089417
user_video,smash,36,0.5199765563011169,0.509393036365509,0.5261895656585693,0.5058110952377319,0.5184442400932312,0.5266227126121521,0.5229616761207581,0.5239951014518738,0.5116369724273682,0.5129666924476624,0.5124987363815308,0.48795855045318604,0.5297139286994934,0.5788286328315735,0.5304533243179321,0.5778965950012207
user_video,smash,37,0.5164771676063538,0.4995516836643219,0.5220853686332703,0.4961168169975281,0.5193606615066528,0.5043202042579651,0.5259814858436584,0.4924839735031128,0.5126590132713318,0.498881071805954,0.5113144516944885,0.47547799348831177,0.5286281704902649,0.5761264562606812,0.5328818559646606,0.5731520056724548
user_video,smash,38,0.5195533037185669,0.48574528098106384,0.5054417848587036,0.4996405839920044,0.5329992175102234,0.45651236176490784,0.5125142931938171,0.5001344680786133,0.5180724859237671,0.4482324719429016,0.514756441116333,0.49271342158317566,0.5353735089302063,0.5675292015075684,0.527365505695343,0.5708263516426086
user_video,smash,39,0.518897294998169,0.4850640892982483,0.5028059482574463,0.5065910220146179,0.5307714939117432,0.4508402645587921,0.5088175535202026,0.5083427429199219,0.5282109975814819,0.4209637939929962,0.5125378370285034,0.504098653793335,0.5351176857948303,0.5648958086967468,0.5254059433937073,0.5698011517524719
user_video,smash,40,0.5183847546577454,0.4849868714809418,0.501055121421814,0.514085054397583,0.5309795141220093,0.44430240988731384,0.5046666860580444,0.5110321044921875,0.538031280040741,0.39948517084121704,0.5072498917579651,0.5002044439315796,0.5343807339668274,0.5649638772010803,0.5246433615684509,0.5732377767562866
user_video,smash,41,0.5175793766975403,0.48930490016937256,0.5003478527069092,0.5180625915527344,0.5307509899139404,0.46065643429756165,0.5033621788024902,0.5147886276245117,0.5379089117050171,0.426260769367218,0.5060904026031494,0.5024686455726624,0.5332360863685608,0.5681694149971008,0.52457195520401,0.5806078910827637
user_video,smash,42,0.5163127779960632,0.4943855106830597,0.5001513957977295,0.5237611532211304,0.5295499563217163,0.47673362493515015,0.5018559098243713,0.5212896466255188,0.5393363237380981,0.4543077051639557,0.5087316036224365,0.5049951076507568,0.5324798226356506,0.5795121788978577,0.5245012640953064,0.589648425579071
user_video,smash,43,0.516311526298523,0.4999399185180664,0.4979468882083893,0.5315430760383606,0.5357897877693176,0.47886624932289124,0.5045636892318726,0.5262883305549622,0.5393701791763306,0.49164077639579773,0.51279616355896,0.5059109330177307,0.5330984592437744,0.589024007320404,0.5231189727783203,0.6019492149353027
